,0,1,2,3,4,5,6,7,8,9
0,6400.0,1425.6000000000001,1322.1760000000002,2342.648,1540.448,1652.2986666666668,1204.5173333333332,1260.4053333333334,3037.541333333333,1277.4719999999998
1,1242.0933333333332,1827.952,3145.845333333333,1765.7386666666669,2257.056,2020.3786666666667,3300.117333333333,1655.312,4831.317333333333,1576.072
2,4461.861333333333,2797.8880000000004,2187.9306666666666,1993.2453333333333,3220.928,1651.3466666666664,4666.250666666667,3014.757333333333,1705.8186666666668,1236.72
3,4308.938666666666,1385.6053333333332,4184.362666666667,1195.2853333333335,1402.9786666666666,1346.928,1573.8453333333334,1464.4080000000001,2920.074666666667,1922.6746666666668
4,1649.744,3350.6479999999997,1414.9386666666667,3536.8826666666664,2604.981333333333,1486.7786666666668,1235.2720000000002,1985.421333333333,1598.704,1434.8639999999998
