0.385981, 0.466707
0.502504, 0.0557915
0.829906, 0.174685
0.122733, 0.858468
0.385981, 0.466663
0.244133, 0.861005
0.589857, 0.0356376
0.823616, 0.296361
0.384417, 0.58679
0.347362, 0.86305
0.70883, 0.0333451
0.818433, 0.398678
0.383258, 0.693008
0.775353, 0.0975861
0.715731, 0.459777
0.285898, 0.755425
0.488687, 0.931137
0.854123, 0.156466
0.673722, 0.525546
0.246566, 0.82368
0.58621, 0.963631
0.886308, 0.248017
0.557992, 0.548014
0.131742, 0.850464
0.704011, 0.960346
0.904158, 0.364662
0.438131, 0.560726
0.0468267, 0.877744
0.502504, 0.0557915
0.385981, 0.466707
0.829906, 0.174685
0.122733, 0.858468
0.385981, 0.466663
0.244133, 0.861005
0.589857, 0.0356376
0.764917, 0.242527
0.384417, 0.58679
0.364203, 0.863359
0.683505, 0.0466492
0.692647, 0.272673
0.383258, 0.693008
0.448661, 0.900077
0.753161, 0.145021
0.609681, 0.348077
0.285898, 0.755425
0.527412, 0.960016
0.829578, 0.235901
0.535228, 0.419969
0.246566, 0.82368
0.642369, 0.95205
0.907244, 0.328076
0.420611, 0.391624
0.131742, 0.850464
0.754322, 0.943832
0.903161, 0.431463
0.335809, 0.423617
0.0468267, 0.877744
0.832191, 0.939575
0.874363, 0.505382
0.2397, 0.496358
0.932624, 0.939565
0.754045, 0.498054
0.178171, 0.589534
0.150141, 0.940079
0.962782, 0.873525
0.662769, 0.479645
0.0963549, 0.657121
0.2055, 0.843802
0.963036, 0.776114
0.609552, 0.372982
0.272679, 0.779415
0.88082, 0.690378
0.553241, 0.269786
0.0899732, 0.735445
0.377615, 0.728667
0.798695, 0.602754
0.572415, 0.162388
0.19341, 0.790531
0.455131, 0.666755
0.706022, 0.532116
0.586204, 0.0622212
0.299988, 0.84389
0.431252, 0.560722
0.670164, 0.451292
0.49278, 0.0356367
0.408758, 0.895827
0.427682, 0.482982
0.67876, 0.348753
0.393698, 0.0577162
0.444778, 0.363667
0.692911, 0.229466
0.292383, 0.123012
0.616364, 0.919383
0.455679, 0.247901
0.726318, 0.140608
0.207452, 0.135335
0.732927, 0.888703
0.497616, 0.164166
0.810527, 0.0849642
0.102248, 0.0765096
0.805472, 0.915797
0.604225, 0.135462
0.872605, 0.0382427
0.925207, 0.901952
0.688849, 0.193145
0.10432, 0.0917791
0.952356, 0.948031
0.786643, 0.263605
0.965959, 0.218592
0.131305, 0.207748
0.884535, 0.959838
0.888966, 0.285868
0.958345, 0.323648
0.207356, 0.260835
0.765751, 0.966451
0.946649, 0.224699
0.888225, 0.421689
0.317242, 0.310368
0.677432, 0.932726
0.912756, 0.151704
0.828528, 0.508567
0.41127, 0.295713
0.646714, 0.822425
0.833948, 0.0605037
