,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,318238386430.44257,75354023110442.86,373724781208.79706,1136372245845.806,3614067181.048032,17053789527.561895,47396599.51841427,56103780.67906021,2655404.700812157,3357114.620802969,328817.6524795044,251071.2675812072,1468.2590228502595,5837.240809437486,87.15995410754412,64.08155018124995,5.317212570207589,10.979399620991133,5.735982740739098,7.8589609197656385,5.656047432198534,53.2354003784408,3.6882770945714296,14.23217684657339,11.048230967193998,7.39970924894538,12.621534421516508,10.298887273336158,37.22798052563156,5.690080337247397,3.8076480472471035,2.836933618153148,1.7691015699294468,3.6618542021191396,2.478454199802329,4.076298046210922,0.7847250998694484,0.6788420998464237,0.6855646437654269,0.6397334548494128,0.6771816457141197,0.7045566905891812,0.8882491207988047,0.6595709081372021,0.8712427073910823,1.904229020842094,0.659171888616495,1.4024938056190444,0.48669225144159306,0.7113607208985981
1,1.2331598425895606e+18,1.8151040301833776e+17,4.633553657153302e+16,6763014863024430.0,3352496833761086.5,304982183.7719494,570144458778.5314,2184872.7231680886,31621387656.074604,82904.53930975779,1726754001.042553,6649.50095491062,4582323.018003513,2372.172417146947,10584.01599089859,182.6153409535394,337.05528931823477,57.460788028088906,63.61559537626808,29.322143751016295,549.9871235679753,72.76361051913501,28.262551949581102,971.55039950551,28.88563283374641,870.8784269816205,27.371277301820157,142.11143995328487,5.328959649352049,4.845191551817094,1.5688747052479082,4.583368446261308,1.9566378322081148,3.24539038343901,1.1655266252908443,5.505536503546023,1.825157960352911,1.0721677559161484,1.6920289964831308,0.708845093045248,0.7073392532342917,0.6943672354236834,0.6247115037040224,1.0361053151566297,0.7738389959880574,0.7597630959695408,1.06615789464145,5.6481627292590355,0.9533386988877489,2.508931811557467
2,2.0386512035007206e+18,27831925.042284183,2715792907190.7983,10916187834.5217,100981030029.62872,1078705332.6992853,1259900536.1223521,31620590.14520306,4384464.453475399,715432.9779742644,23316.502342320728,20534.794726654123,2851.675496018683,1177.9753063948947,161.05969815369454,62.22823970857997,4.274559388547932,10.238513324171247,4.400767947385122,7.062051141530588,24.113824622351,6.559637891366906,3.984535671485232,3.893752540019171,3.8257547303160986,1.9857345774071833,2.2530819598074854,1.6861230499951119,1.5440491436619728,0.9554701879697904,1.0128995612409928,1.14248244240089,1.368899411816565,0.7511173071490231,0.9736318335944941,0.6679041660695024,1.2164970557615242,1.7691507718547648,2.695606345298672,6.631391561421975,16.930740625931335,1.3512130819048422,0.6727641955028942,0.6333353424689421,0.5941930701417605,0.5645272584898903,0.9347830082602112,2.033688078550011,4.195563676576446,0.48639364123627665
3,1.1275665857081797e+18,3.903015964993024e+17,1709696923782.2344,1182404965592.1304,27895013373.416008,34011659505.98462,488796669.25811034,1021520251.4185181,326929179.5568625,3737318.4202990276,5422077.995252964,34553.50725127933,41071.85374961865,4973.982913815145,2703.896862502697,66.80301921264991,7.8637916548208056,16.868494988469045,3.878915236223386,14.235381369915968,3.8002311363216563,2.8398867049817293,5.018561090853746,4.443091785790075,18.73637141658876,14.390487034543629,51.29107432016579,22.020484219912724,93.06514417238795,22.52125521319962,2.4064169092209746,3.627732169039092,11.326819285359699,10.857292774426258,11.980501025536313,21.462216079813963,64.38923819227047,9.583214338063728,1.4203655270497413,10.078332993824123,3.2097890499548565,2.3924219970515463,7.588149668797972,2.6051880292138074,0.7139901654989667,0.6907779344150224,0.7746353192070676,0.4674970020569262,0.4661233144343792,0.9652775258278764
4,1.1566964627564268e+18,9.349199555498683e+16,15706884499290.314,571717391697.0476,108471616655.75655,15250221277.415447,5389689569.259841,113174743.97545189,296538251.22512245,625292.3287340492,3144572.5751095163,7797.630989647473,395971.6511829517,268.56794768195186,32645.949341506945,46.91358226424514,143.37349057796408,7.748342328481878,32.71668375275548,14.245177246154379,196.4928503779026,147.73879021970768,25.908487490812334,240.72998653915164,23.888544754206087,327.1884870089367,35.20238692305539,1018.8928877622335,286.8022922019015,19.14111323180594,8.061620041175606,13.810823995687837,223.54498898208197,9.394966998611524,486.0030548148916,17.047067084309756,1156.2734067569143,29.948760194477913,1217.3326381714635,3.4574064047074984,1.0303825855773219,0.8209138290581387,0.6600771895471006,0.7728115066636309,0.5991669424242467,0.7728913469965835,3.3397661248026873,1.9815740251780842,2.0034666458543695,3.4702155484517414
5,1.165380398297192e+18,4155708200230774.5,1702590462468.7322,941799472377.7349,17840436183.01163,19727111720.77534,1370799536.7892635,65112667.92296925,4474417.37055348,1430549.0557486464,558.4082090473719,68811.52737875175,5346.467605997562,1666.4325153260252,191.5984723180091,180.10375041437223,7.093353895695267,19.59889081437206,3.840056556943105,5.581483523347904,20.833433605115946,16.660570484101232,39.572754199748985,13.723626956173645,22.235671341900375,10.99582320768573,16.037386816682552,2.2892516016039206,3.033361632592599,1.1425645299616365,2.210725060766822,2.1730620141718813,10.73540153043316,0.8702565573616288,1.1741248374503608,1.1670136019748514,3.808406448513737,0.7593932832925232,0.9390245953733817,0.7888368388671442,0.6268588877441121,0.7388838789774541,0.7119129894129208,1.452075899135116,1.3221205299893342,1.1382966813091049,1.1978908648423319,0.575501095812233,0.46116665617827063,1.2758188150006973
6,2.6649876832793754e+17,9.91851982848891e+16,3717030804240673.5,1136362592026.1416,581551886038.3268,7717016704.445035,21310097744.20896,9935533430.979284,2462960741.228544,3394730.5611383617,104366645.2950012,34415.448819404744,717137.7290010346,1674.2523004654345,56207.58513856234,110.74772244669224,5.181756902061212,30.43726054096219,5.589381182113004,13.296035009343907,20.870628391542912,3.912308695724895,36.19448344327393,8.053825594315038,8.940778178140368,61.54671137317853,10.718663406990407,78.05279906763805,37.22393245912688,193.87370050514434,20.17451810605453,101.20882893312906,25.780522231131624,110.62669160568534,32.33403404261153,178.38862108425457,52.55738221410182,603.0349061714376,25.30592418527382,128.12409830985595,12.954450313895126,2.0724943820456097,1.0278103619324004,1.3205204981366234,1.5254490675528483,2.682069325133914,9.566169673448362,0.6977154350614987,1.32788863647491,0.5222426419400598
7,2.6923979115614275e+18,4.999773678515808,2830536910794.094,219637099518.597,72998220443.03574,640404187.8700569,995139040.8069978,24730909.12584137,13885906.46785261,1553796.8318313858,205953.28488877037,77303.41556941863,22622.448351685594,23.35608526130813,159.7181487731,9.648620152095658,21.646263363916262,5.000657237544071,11.986650799576157,5.928414127792057,11.588137118831392,10.956562618065659,3.5626270725813436,5.86088317010683,3.257980464493012,3.1045895883415398,3.8335986650040974,1.9996300650611558,5.178522593109446,5.7996967599142035,11.170338635684239,94.22356089667224,23.21253530120037,4.1593498608265005,18.65510504705492,4.611373853491192,37.79016084378653,1.8473946625624407,3.918094980212262,1.5004080776662374,0.6019485465627469,0.7653800669161479,0.6033152851515664,0.660032413326299,0.5807326392473572,0.5855010288888768,0.8220909506335919,1.0586069336308226,2.365503736494962,5.831909119503509
8,2.1425870411387215e+18,2268769778737908.5,143766588695437.38,368217005270.62836,809140530070.0034,4959388502.630793,26158815010.310066,376942630.64792067,496590285.29886234,63161429.75182781,3824095.448978063,945141.1825401892,240128.84543073483,79995.83893456985,22809.187110173814,4374.187122703922,78.02592895047918,45.99590021619816,39.85201844471218,31.946232520941003,29.59878516259498,27.788107158463113,13.308676601268848,22.8154214164561,46.54573664131642,58.78729273700891,10.350355034450795,6.5685358347974745,3.436944658169052,8.800462377746664,20.581191914712743,10.720798027929732,15.48694607093597,1.4240594778447795,1.435984993116108,0.7687914097139624,0.8030684603585695,0.7015542128791885,0.6901989616599472,0.6520144108078825,0.7200694183791693,0.6406193426154058,0.5925021291425359,0.5874790577403374,0.5879216365710468,0.5603507776309459,1.21177450145121,0.654093814008826,0.4973416165800332,0.477342479505366
9,6.908976413355675e+17,8106179242453485.0,2095496785693.253,578975901706.6609,75569304746.96011,61922182842.380135,303308863.0934576,2731944910.334781,5611301.165327653,3603268.11917667,348818.60598674824,94242.02441894896,38043.37259641654,2750.2200492763313,888.8183128371724,488.08915817661017,60.89018950304819,69.27788953651844,9.678759631149404,8.47321004999652,6.46601288741883,14.992570040603347,7.413901066166178,11.57154591584479,4.651829795594369,3.0282742711999444,3.271640792344187,3.165629685842937,1.702600044375991,2.8594237081102607,2.056931613398626,0.9698264762418797,2.902608457352037,1.2726721014199989,0.7327075178080197,0.7184529290756632,0.7592682701334617,0.8119974258402454,1.6535944735008135,2.856683646943742,2.81620288109905,3.3604801499918344,3.1908789215449196,10.134303276930998,18.8863500797219,191.786238777604,31.69293647435772,3.011680441340248,1.3223197317676079,5.51075676884821
