434.45404444444443	469.86767875407634
1033.752888888889	1690.1688295034864
1140.6926222222223	1838.422397509679
1449.8019555555559	2071.3542695328197
1583.4766222222227	2240.9193149092694
1717.1505777777784	2414.4375879781815
1824.0903111111115	2558.9073027356367
3547.3808000000004	7362.486607839092
3686.6981333333333	7493.244880509509
3820.3728	7626.364032234275
3954.0474666666664	7762.133658716639
4087.7221333333327	7900.417114947626
4221.3967999999995	8041.084710117377
4355.071466666665	8184.013508735186
4488.746133333332	8329.087103505826
4622.420799999998	8476.195367920951
4729.359822222221	8613.224772798887
5473.940088888887	9339.722054215425
5608.709155555553	9501.257188259166
5742.383822222218	9663.731231288048
5876.058488888884	9827.415506349982
6009.73315555555	9992.250538746242
6143.407822222216	10158.180309211466
6277.082488888882	10325.152039102331
6464.105422222215	10520.556008174393
6597.7800888888805	10690.461218463179
6731.454755555546	10861.234021811086
6865.129422222212	11032.834130919327
6998.804088888878	11205.223537036678
7132.478755555544	11378.366365181497
