0.167767, 0.151661
0.210241, 0.587535
0.241996, 0.425811
0.467689, 0.169247
0.167769, 0.151618
0.198747, 0.499681
0.424037, 0.2433
0.166188, 0.66177
0.130171, 0.227826
0.0986934, 0.5272
0.323954, 0.270542
0.0660751, 0.688736
0.054638, 0.279222
0.0394056, 0.467838
0.2247, 0.249329
0.0360348, 0.604768
0.0500028, 0.395715
0.0591518, 0.495447
0.124782, 0.272079
0.0971916, 0.556369
0.0988433, 0.466147
0.0396236, 0.586824
0.0446116, 0.24363
0.217574, 0.55032
0.139242, 0.54831
0.0408804, 0.698602
0.0447801, 0.129047
0.33091, 0.569863
0.163358, 0.660421
0.0674325, 0.816174
0.446071, 0.595108
0.180686, 0.779703
0.0859022, 0.932566
0.18387, 0.0340024
0.560301, 0.633583
0.183153, 0.897602
0.148912, 0.959575
0.291523, 0.0440084
0.64962, 0.687776
0.213348, 0.956717
0.235452, 0.909009
0.387338, 0.110772
0.7171, 0.787728
0.329323, 0.942686
0.330166, 0.835755
0.483598, 0.183315
0.779156, 0.878874
0.44969, 0.936362
0.417619, 0.768378
0.589047, 0.210053
0.884529, 0.937475
0.551099, 0.900124
0.469198, 0.659416
0.703356, 0.214693
0.95216, 0.94196
0.645832, 0.835783
0.497393, 0.548307
0.823566, 0.205864
0.965897, 0.8295
0.733145, 0.752688
0.514866, 0.436753
0.873827, 0.145951
0.930392, 0.759076
0.762899, 0.678703
0.446016, 0.380467
0.897455, 0.05026
0.813875, 0.72822
0.706428, 0.572219
0.337365, 0.328282
0.957116, 0.0695421
0.719542, 0.682654
0.674024, 0.472545
0.271872, 0.245379
0.919007, 0.169968
0.640044, 0.592054
0.686899, 0.3527
0.210524, 0.141626
0.873143, 0.281435
0.583407, 0.502222
0.71307, 0.249375
0.797931, 0.343527
0.575368, 0.42126
0.767515, 0.188052
0.27149, 0.0425356
0.73491, 0.408143
0.521203, 0.313583
0.804945, 0.0734769
0.3815, 0.0334574
0.690718, 0.50751
0.435752, 0.242786
0.746697, 0.0381127
0.487325, 0.0837047
0.66695, 0.625677
0.347055, 0.195352
0.630642, 0.0330923
0.584205, 0.11843
0.705615, 0.718015
0.237892, 0.210299
0.553498, 0.0709095
0.694211, 0.12028
0.791877, 0.779865
0.148251, 0.278121
0.449982, 0.0641568
0.793434, 0.0666397
0.898267, 0.817667
0.079339, 0.367512
0.338588, 0.0847708
0.89368, 0.0363867
0.959974, 0.868829
0.0416612, 0.46655
0.22931, 0.135627
0.0727398, 0.561709
0.141323, 0.166395
0.94364, 0.124
0.85396, 0.901411
0.12076, 0.672264
0.0486864, 0.133998
0.864508, 0.214921
0.75169, 0.83762
0.124408, 0.760378
0.793214, 0.284633
0.704378, 0.760311
0.135551, 0.867629
0.115745, 0.0622428
0.689521, 0.322633
0.626339, 0.686558
0.186367, 0.952835
0.223159, 0.0739876
0.615613, 0.403689
0.527527, 0.627238
0.295994, 0.952992
0.340582, 0.0467853
0.532052, 0.481806
0.443179, 0.541081
0.412146, 0.947826
0.455461, 0.0445489
0.441439, 0.552478
0.375556, 0.446456
0.532369, 0.956475
0.570708, 0.0595426
0.361651, 0.642822
0.312306, 0.350072
0.612869, 0.918996
0.688603, 0.084624
0.320261, 0.723759
0.224804, 0.346408
0.685298, 0.928423
0.301264, 0.794501
0.222783, 0.262006
0.813692, 0.108211
0.218453, 0.776122
0.321062, 0.19221
0.53234, 0.96691
0.755535, 0.183154
0.127432, 0.697106
0.420904, 0.131752
0.41645, 0.95192
0.675161, 0.268098
0.515148, 0.0858957
0.331669, 0.910655
0.57977, 0.341784
0.0546523, 0.523168
0.61401, 0.142107
0.288045, 0.803581
0.485097, 0.33665
0.147678, 0.454624
0.707683, 0.217962
0.253464, 0.688114
0.381279, 0.284816
0.252212, 0.394616
0.76513, 0.307824
0.274912, 0.581074
0.292882, 0.223701
0.360121, 0.386943
0.814749, 0.415125
0.290783, 0.463869
0.225872, 0.126338
0.477997, 0.377162
0.853124, 0.523594
0.328032, 0.354625
0.152912, 0.0487965
0.592912, 0.386812
0.881171, 0.640819
0.358612, 0.247609
0.704253, 0.395705
0.944241, 0.734072
0.357899, 0.127078
0.0383534, 0.0915293
0.821563, 0.368021
0.965381, 0.840469
0.358245, 0.0570721
0.0638867, 0.200907
0.915963, 0.334483
0.901501, 0.918331
0.254954, 0.0356447
0.093164, 0.316034
0.956444, 0.250871
0.844726, 0.960057
0.161177, 0.102297
0.178847, 0.372902
0.900089, 0.144308
0.732531, 0.966495
0.0777211, 0.18056
0.285822, 0.359738
0.833848, 0.0558529
0.629742, 0.942537
0.0702458, 0.259682
0.396955, 0.332284
0.756804, 0.0709894
0.588762, 0.833497
0.114036, 0.367955
0.48462, 0.343968
0.660344, 0.136751
0.56628, 0.729312
0.125393, 0.46289
0.574001, 0.418991
0.569954, 0.167693
0.583851, 0.62289
0.115994, 0.583056
0.62788, 0.497859
0.450472, 0.18358
0.587576, 0.521777
0.0660869, 0.669468
0.675282, 0.60868
0.355836, 0.152425
0.521496, 0.436196
0.0379204, 0.757267
0.669909, 0.708055
0.26216, 0.0982634
0.446962, 0.341447
0.0333918, 0.875131
0.642506, 0.812817
0.162085, 0.0436047
0.383165, 0.265717
0.610127, 0.92892
0.0891254, 0.0605301
0.293851, 0.2177
0.144914, 0.923661
0.554747, 0.931797
0.0393762, 0.111887
0.189243, 0.215586
0.206828, 0.820231
0.537635, 0.842873
0.0758822, 0.219273
0.272205, 0.726806
0.453482, 0.756579
0.125077, 0.25936
0.0369784, 0.297336
0.360443, 0.644694
0.394385, 0.676481
0.199045, 0.346052
0.0331133, 0.416093
0.443175, 0.561024
0.461957, 0.595114
0.284913, 0.43064
0.0427694, 0.532727
0.522032, 0.471008
0.547723, 0.514218
0.376101, 0.505035
0.0508395, 0.652993
0.609629, 0.409222
0.644739, 0.444076
0.468173, 0.581516
0.0346836, 0.753932
0.696064, 0.366063
0.739143, 0.390378
0.514183, 0.680504
0.0712961, 0.835236
0.688672, 0.257192
