1528.2231111111112	804.6964505564822
3758.3648000000003	2888.0189769880317
7301.465111111112	4208.743095514367
10751.3068	6433.830172841774
13881.093511111112	7775.507916964977
18558.454844444444	7637.087413094171
19627.29711111111	7643.175221869211
21996.020533333332	7781.6173510531935
24033.3796	8295.868234794794
26350.700044444446	7941.92925571691
27842.926222222224	8825.275818085478
29255.041955555556	9476.09004409601
31246.162488888887	10104.170552941578
32539.040266666667	10503.011094850035
33816.611155555554	10507.99561087953
35075.245022222225	10818.741999389265
36249.070844444446	10980.623726064288
37372.82835555556	11125.609215897406
38892.327511111114	11426.237766729279
40258.430044444445	12248.690585749599
41701.75328888889	12283.649573040115
43246.98693333333	13676.25045833748
44103.97631111112	13550.9363117007
45695.92097777778	14785.759593644965
46348.81080000001	14971.700011098765
47239.0576	15318.659909357279
48683.55835555556	15741.152449429515
49171.03391111112	15810.884950248052
49918.86137777778	15995.205895230005
50507.933955555556	16168.764580657695
