0.0,0.0,0.0,0.0
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
inf,inf,inf,inf
1.0,1.0,1.0,0.0
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.875,0.875,0.875,0.875
0.9375,0.9375,0.9375,0.6875
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
0.9375,0.9375,0.9375,0.9375
